J23103,J23113,J23109,J23117,J23114,J23115,J23116,J23105,J23110,J23107,J23106,J23108,J23118,J23111,J23101,J23104,J23102,J23100
159.002753169022,136.131711398946,152.811946543705,481.497393895738,459.747704880517,536.988406947386,821.436568557453,617.332005240987,640.414881416019,907.443017641404,582.865635804504,1472.484683751,662.128234122732,1154.35180313464,2117.13614836773,1544.79740552711,1050.92315606089,785.303649406964
186.875233793565,159.994999378113,179.599206099583,565.90176120792,540.339447734415,631.120103851617,965.430772337494,725.547580204636,752.676782660969,1066.51377222261,685.039408376873,1730.60474771087,778.196390231511,1356.70457769681,2488.26076790289,1815.59357034965,1235.14534543425,922.963911988768
223.539532124038,191.385485262739,214.83597203522,676.929801561237,646.352247340289,754.94376576894,1154.84507371839,867.897598414978,900.34946001739,1275.7602214419,819.441858219991,2070.14363402632,930.875929579482,1622.88549623385,2976.44924139096,2171.80698054248,1477.47674755318,1104.04635683964
216.094171728295,185.011069521794,207.680498358715,654.383515061698,624.824397754488,729.799092872561,1116.38101461716,838.990807990038,870.361805716396,1233.26887981237,792.148967786549,2001.19401567548,899.8715398253,1568.83256302032,2877.31358922589,2099.47129330862,1428.26689747727,1067.27423451222
150.220304348767,128.612534753595,144.37144427003,454.902092023949,434.353737745552,507.328082788894,776.064872290198,583.233936917784,605.041840335482,857.320792076782,550.671302602631,1391.15262429976,625.555865325774,1090.59167678751,2000.1970419814,1459.47118392839,992.87586663871,741.927739419134
234.382867655117,200.66910956294,225.257119949365,709.765948705191,677.705154911414,791.564172376871,1210.86367813148,909.997108854184,944.02312792494,1337.64411288094,859.190903645925,2170.56104927267,976.030359072672,1701.60755401476,3120.82924214053,2277.15582678456,1549.14539587171,1157.6008443852
256.355849832276,219.481486133147,246.374579307396,776.305259777201,741.238822876213,865.771923249293,1324.3800212189,995.307739508049,1032.52363810405,1463.04589905144,939.738541796546,2374.04733531079,1067.531490955,1861.13027353325,3413.40150222745,2490.63518599343,1694.37505584585,1266.12389035871
161.461141461335,138.236483793421,155.174616955513,488.941966598665,466.855999250076,545.290942510049,834.137040736525,626.87675678715,650.316524094005,921.473260804168,591.877492684302,1495.25120216024,672.365593327742,1172.19957558812,2149.86981251282,1568.68197217801,1067.17178780775,797.445459904799
236.950973575624,202.867817742796,227.725236109756,717.542771957163,685.130691761007,800.2372492868,1224.13097113735,919.967841725034,954.366679943798,1352.30052441899,868.604958813753,2194.34363516398,986.724610614202,1720.25187080106,3155.0238065036,2302.10635930082,1566.11920245863,1170.28454269383
240.544848674707,205.944747909359,231.179182903634,728.425863348389,695.522183703755,812.374581664767,1242.69757058532,933.921148050139,968.841719209039,1372.81109294651,881.779235691852,2227.62561257155,1001.69042803299,1746.34321902104,3202.87658095775,2337.02279199272,1589.8727946848,1188.03444434379
220.905430423229,189.130274171213,212.304429654525,668.953127705486,638.735887326187,746.047806121304,1141.23683474631,857.670635343211,889.740097004864,1260.7271660481,809.785878483694,2045.74987773859,919.906854686784,1603.76205347977,2941.37593719898,2146.21526346713,1460.06674415622,1091.03670991638
132.556471478567,120.661048947724,127.395356557582,401.411889346955,383.279737707108,447.673307733078,684.810362721768,514.653681867668,533.897277065584,756.511708690604,485.919963575883,1227.57229100793,551.999136067434,962.353159418512,1765.00149760945,1287.85753167583,876.127378841461,654.687285156453
252.486160607245,216.168415093267,242.65555727029,764.586938931158,730.049829576723,852.703103930663,1304.38851682643,980.283578219419,1016.9377031641,1440.96123449243,925.553197042699,2338.21111234504,1051.4171127942,1833.03652895678,3361.87623755136,2453.03907048046,1668.79847976594,1247.01176173251
134.154858999021,136.432098247254,173.054383986376,406.252179280274,387.901387203059,453.07142538316,693.067917599646,520.859459777094,540.335097379804,765.633850075033,491.779265630742,1242.3745576081,558.655231545461,973.957370537944,1786.28417310537,1303.38672752566,886.691865456472,662.581611059381
238.946185304814,204.576037140791,229.642763838224,723.584738078679,690.899736604342,806.975532408485,1234.43859062007,927.714299148648,962.402787856914,1363.68737726452,875.918922439669,2212.82079139882,995.033183847177,1734.73700524888,3181.59023250142,2321.49091611698,1579.30648485254,1180.13875603948
241.012852901115,206.345434155434,231.628965284145,729.843089219368,696.875392152523,813.955138221022,1245.11536385085,935.738185691262,970.726698337916,1375.48203517246,883.494825991695,2231.95968252684,1003.63931763281,1749.74090561364,3209.10809988161,2341.56970517706,1592.96605231,1190.34588499253
184.634263687754,158.076371620935,194.215166643528,559.115581445368,533.85980607842,623.551838880404,953.853521269397,716.846959985601,743.650834518778,1053.72435421109,676.82455398279,1709.8516846866,768.864416103337,1340.43525008547,2458.42204672441,1793.82133850886,1220.33373161438,911.895914943247
161.906998482435,138.618208500144,155.60311443695,490.292125570324,468.145170274289,546.796702924349,836.440417591203,628.607807372128,652.112300994753,924.01780693686,593.511896686131,1499.38017239269,674.222256285887,1175.43647461023,2155.80643937972,1573.01371333157,1070.11866425125,799.647517031516
267.389450524776,228.928007751335,256.978584367702,809.717574173276,773.141871684133,903.034898516526,1381.38156937477,1038.14595900283,1076.96363639494,1526.01565088466,980.185053285631,2476.22674857579,1113.47823336627,1941.23364659193,3560.31490094021,2597.83256077899,1767.30125511834,1320.6180844354
211.786412434814,187.369330193901,203.540462606134,641.338615951449,612.368748975561,715.250811447141,1094.12636215559,822.265829146975,853.011457360031,1208.68410996003,776.357764115887,1961.30093549595,881.932925573843,1537.55845229713,2819.95538166704,2057.61909108209,1399.79491254602,1045.99850798225
278.36214065294,238.322380213612,267.524050429684,842.945437184679,804.868800949476,940.092164975217,1438.06844269666,1080.74769176972,1121.15830540028,1588.63778064716,1020.40828137803,2577.84208435612,1159.17132856956,2020.89481208897,3706.41726993806,2704.43815661809,1839.82486813848,1374.81144542896
196.530947467813,168.261829989885,188.878972471063,595.141512581357,568.25841210606,663.72964174033,1015.31391051886,763.036120281802,791.567069806549,1121.61979887566,720.434919320665,1820.0238943146,818.405257794507,1426.8045619315,2616.82747540078,1909.40403045304,1298.96444847692,970.652816959838
277.315957903293,237.426680954907,266.518601031936,839.777351994618,801.843821139696,936.558968241752,1432.66367610723,1076.68586213586,1116.94459847885,1582.66712157099,1016.57322845355,2568.1536478696,1154.81475534811,2013.29957918015,3692.48725128786,2694.27392760223,1832.91015971261,1369.64442086573
222.56119725497,190.547874608879,213.89572884613,673.967175566249,643.52344594098,751.639706736432,1149.7908213754,864.09918980581,896.409023788006,1270.1767763244,815.855519215644,2061.08351977314,926.80189232965,1615.78283544547,2963.42262345366,2162.30193023769,1471.01047732959,1099.21442828678
157.888328532358,135.177586203057,151.740912271588,478.122656367284,456.525407412346,533.224741863744,815.679252214104,613.005224842973,635.926316864071,901.08289597638,578.780424627594,1462.16427623618,657.487484185823,1146.26113763891,2102.29748277302,1533.97016981538,1043.5574052609,779.799582862712
311.346627186844,266.562360415103,299.224278837883,942.83014979831,900.241627384151,1051.48826677095,1608.47218033029,1208.81075236449,1254.0098165293,1776.88321287474,1141.3214311952,2883.30315502661,1296.52718805536,2260.36048640599,4145.60871401351,3024.90021280685,2057.83468242396,1537.71955319835
250.776772911948,214.704906645977,265.025497264955,759.410514598631,725.107229187732,846.930113482019,1295.55751525713,973.646839467166,1010.05280779997,1431.20560512361,919.286995194003,2322.38090091944,1044.29878412655,1820.62646228187,3339.11558461196,2436.43144813365,1657.50034136349,1238.5692136092
198.687906224221,170.108530635468,190.951949571219,601.673286398172,574.495139571566,671.01418130565,1026.4571439791,771.410564420514,800.254645704909,1133.92975655773,728.341808427303,1839.998949268,827.387387122405,1442.46397147078,2645.54757780602,1930.36004677551,1313.22079221059,981.305887735456
215.206872841784,185.111999235204,254.767733039702,578.759096543653,552.616005170492,645.459205385817,987.365440214977,742.032081897666,769.777662102369,1090.74505431011,700.603561018655,1769.92423229321,795.877077290881,1387.52901915064,2544.7942606197,1856.84400808916,1263.20795096621,943.933729248021
227.534338647792,194.805676661616,258.35334494588,689.027006747746,657.903010419124,768.435134619476,1175.48295638094,883.407530618714,916.439329502042,1298.55894168139,834.085852729375,2107.13853696692,947.511328253514,1651.88758595848,3029.6404543015,2210.61867801616,1503.88028205886,1123.776431189
173.619931938989,148.646347291223,166.860002293037,525.761617901755,502.012472360213,586.353939212136,896.951519911964,674.083552627321,699.288445691057,990.864571973372,636.448677780939,1607.8507162847,722.997914514528,1260.47176856641,2311.76521575346,1686.81117189231,1147.53488975401,857.496888852864
157.638792525274,154.984722648229,151.501092002974,477.367003180785,455.803887789223,532.38200209824,814.390104716307,612.03639530661,634.921261484834,899.658771533466,577.865685979825,1459.85338575691,656.448352268748,1144.44951907267,2098.97488809848,1531.54579307569,1041.90810571804,778.567141706089
200.610455977563,171.754539795409,192.799644433603,607.495215122167,580.05408631306,677.507068433376,1036.38937874102,778.874909979012,807.998093209833,1144.90192096977,735.389410824201,1857.80320113863,835.393377256677,1456.42158371431,2671.14650297375,1949.0386533516,1325.9278178073,990.801228585691
198.051901398793,169.564009087144,190.340707731391,599.74731555902,572.656166642132,668.866248573605,1023.1714296693,768.941260421691,797.693011099607,1130.30001979835,726.010368565043,1834.10906783155,824.738899951202,1437.84660917735,2637.07911559633,1924.18091726585,1309.01714048075,978.164703696221
257.255546791412,220.251770196451,247.239246370607,779.029751853508,743.840247089359,868.810404201308,1329.02801610028,998.800834544602,1036.1473446746,1468.18055054199,943.036613242899,2382.37920357057,1071.27805978431,1867.66202714351,3425.38104922774,2499.37622663917,1700.32157154416,1270.56743168921
153.010438954156,131.001334892554,147.052944380378,463.351269879915,442.421258310883,516.751000990343,790.479205063595,594.066701486372,616.279656579743,873.244341295132,560.899261228112,1416.9913622471,637.174701241573,1110.84791039684,2037.34793851715,1486.57884473031,1011.31716408098,755.708022114112
222.499998915646,190.495479071689,213.836913277399,673.781852731844,643.346494312873,751.433026046403,1149.47465984452,863.861585784624,896.162535432048,1269.82751189593,815.63118090546,2060.51677727636,926.547046752825,1615.33853865224,2962.60776198855,2161.70735540218,1470.6059890385,1098.9121739028
197.520902879592,169.899263624655,248.101444432069,482.000097242849,460.227700645811,537.549045224882,822.294182570921,617.976525583667,641.083501243475,908.390425972298,583.474171821,1474.02201913116,662.819523595385,1155.55699452828,2119.34652674479,1546.41023840265,1052.02036363627,786.123539146888
186.95323067106,160.061777142684,179.674166151763,566.137953930986,540.564971410588,631.383517019994,965.833718111267,725.850404953434,752.990930435497,1066.95890741977,685.325326065,1731.3270572634,778.521189228596,1357.27083101244,2489.2993034346,1816.35135203325,1235.66086307798,923.349133196065
211.279824631597,180.889220707985,203.053598908732,639.804550017578,610.903978239158,713.539949389682,1091.50923925392,820.298989842891,850.971075281999,1205.79296778991,774.500735755511,1956.60955269694,879.823364066971,1533.88065092304,2813.21011890186,2052.69731766318,1396.44663811449,1043.49650570441
223.036591006663,190.954887466937,214.352613039159,675.406778641997,644.898020795186,753.245219397733,1152.24679024589,865.944917456198,898.323765684285,1272.88989123597,817.598197727906,2065.48602227179,928.781553807506,1619.23416961126,2969.75253458009,2166.92063664109,1474.15257576465,1101.56236529208
181.774035083116,185.641054672442,174.696623665547,550.454142623515,525.589612574171,613.892197325156,939.077070400105,705.742053782673,732.130700897475,1037.40077223274,666.339647709395,1683.36382376334,756.953690801849,1319.67013764976,2420.33784220099,1766.03267674297,1201.42915032674,897.769442812459
166.696418427222,163.747025204685,160.206057279079,504.795605388916,481.993514302549,562.971661754273,861.183414843866,647.202845253729,671.402632418964,951.351457460696,611.068751807286,1543.73379125899,694.166628992084,1210.2074168678,2219.57800240445,1619.54550826736,1101.77416847216,823.30213235246
190.146684630636,162.795882962404,182.743282289909,575.808476789339,549.798667678704,642.168536274283,982.331670568809,738.249066594308,765.853194755259,1085.18423647867,697.031755893812,1760.90083476109,791.819550350425,1380.45514237179,2531.82043392585,1847.37747763864,1256.76788573667,939.121382409906
178.98632987438,153.240839653352,172.017458362767,542.012321546815,517.529116475483,604.477483747924,924.675288322916,694.9187214049,720.902669526362,1021.49108779967,656.12059466446,1657.54758385011,745.344971516638,1299.43154133507,2383.21929330308,1738.94861883832,1183.00390989699,884.001158740273
175.313416311125,150.096239957932,168.487550484435,530.889883265311,506.909089166043,592.073220526825,905.700362078707,680.658546345724,706.109287291257,1000.52943964611,642.656581893398,1623.5336510166,730.050017666762,1272.76637793382,2334.3141144957,1703.26428488713,1158.72791569623,865.860891558141
209.061000650478,178.989553564978,214.191183201462,633.085433881982,604.488370883172,706.046476910931,1080.046399014,811.684352484475,842.034325015536,1193.12993970447,766.367063698156,1936.06157938818,870.583612080503,1517.77210303695,2783.66627539182,2031.1402473544,1381.781398334,1032.53788684382
129.140451037761,110.564818911747,124.112339612349,391.067383311928,373.402502714729,436.13663092687,667.162592144895,501.390900521829,520.138582439786,737.016172699256,473.397658858082,1195.9373810569,537.77395104945,937.55302686233,1719.51687413815,1254.66905280354,853.54931078119,637.815795417138
228.962579920672,196.028478939518,220.047872291578,693.352054189,662.032691409768,773.258629751318,1182.86150541159,888.952711638428,922.191852318001,1306.71004312304,839.32143979317,2120.36512177191,953.458891129409,1662.25654407902,3048.65761700554,2224.49481140907,1513.32019297987,1130.83041649097
147.253068600803,126.072107795924,141.519738488442,445.916610632945,425.77413897901,497.307053809336,760.735603442148,571.713572912729,593.090714384566,840.38651070416,539.794134023165,1363.67379701612,613.199534841758,1069.04969799959,1960.68802759305,1430.64289011785,973.264025366303,727.272766375683
253.697125841,217.205194434694,243.819373310445,768.254023887426,733.551268865117,856.792808535032,1310.6445791048,984.98517980261,1021.8151039708,1447.8723220307,929.992302698684,2349.42555815632,1056.45988253139,1841.82807421784,3378.00034999408,2464.80425010159,1676.8023122781,1252.99263563827
135.782846894576,116.251768966104,130.496112348125,411.182106048085,392.608624553591,458.569510222196,701.478393292204,527.180161853256,546.892139030337,774.924923463277,497.747075501405,1257.45094587031,565.434590575245,985.776478856887,1807.96098029323,1319.20350696601,897.451994719183,670.622131176732
258.850836530525,221.61759259911,248.772423158282,783.860660982956,748.452939521151,874.198059940296,1337.2695672875,1004.99458524362,1042.57268806481,1477.2850126096,948.884559580609,2397.15278239339,1077.92125530654,1879.24374852987,3446.6224774828,2514.87532587443,1710.86558348135,1278.44645786341
227.350274144364,194.648088095631,218.498341989802,688.469616533156,657.37079804346,767.813506990384,1174.53204634274,882.692895766611,915.697973489103,1297.50846900024,833.411116778699,2105.43396168934,946.744836465224,1650.55128713855,3027.18961866455,2208.83039220552,1502.66371413783,1122.86734928075
135.608760874285,165.258566559921,130.328804404731,410.654933006026,392.105264412427,457.98158219677,700.579033876775,526.504268701416,546.190973322077,773.931398883144,497.108918256456,1255.8387788265,564.709651749323,984.512623310879,1805.6430090686,1317.51216749468,896.301379234708,669.762332309602
125.105113010191,130.234625889584,120.2341183447,378.847439285564,361.734545024586,422.508377983253,646.315316508022,485.723603781774,503.885464346589,713.986135520916,458.605085658892,1158.56712600831,520.969768800839,908.256680506418,1665.78598056066,1215.46356993503,826.877884713504,617.885538761313
171.644457974754,146.955026567427,164.961443835372,519.779422332621,496.300498177334,579.682315005147,886.745869241687,666.413727549852,691.33183551085,979.590364328228,629.20706802746,1589.5563465489,714.771534395791,1246.12992927614,2285.46159989471,1667.61837809589,1134.47806342974,847.740158969244
299.684900369305,256.578062672466,288.016603879232,907.515723104075,866.522386475111,1012.10396693213,1548.22562063538,1163.53381811423,1207.0399166495,1710.32868873409,1098.5723612539,2775.30682299668,1247.96476740148,2175.69695001314,3990.33175870473,2911.60025433035,1980.7569054173,1480.12308744115
204.348457996432,174.954865587885,196.392106534435,618.814756416834,590.86231330764,690.131150150659,1055.70056355036,793.387792529231,823.053632009859,1166.23503479546,749.092022130879,1892.41990186182,850.959376125075,1483.55928595281,2720.91834049914,1985.35535671375,1350.6340118872,1009.26296316828
182.14366440717,176.283739624345,175.051861391829,551.573466362837,526.658375410055,615.140519495238,940.986641382606,707.177148504407,733.619455746144,1039.51028004027,667.694619410721,1686.78686838042,758.492922083936,1322.35362751524,2425.2594903351,1769.62382475409,1203.87220246304,899.595016592297
176.803819023586,151.37226234042,169.919924044552,535.403170033007,511.218506536151,597.106648956984,913.400048187859,686.445070646482,712.112177539001,1009.03530201604,648.120037759975,1637.33589734869,736.256436715897,1283.58662490588,2354.15896243252,1717.74435015337,1168.57868048592,873.221887929928
195.366565888962,167.264933685317,187.759926341122,591.615493788961,564.891666890569,659.797260717712,1009.29850770627,758.515380856786,786.877293838017,1114.97456844701,716.166578076571,1809.24084806711,813.556474340867,1418.3512116071,2601.32362856829,1898.091436135,1291.26850900847,964.90201651803
157.624427347846,161.401433663028,151.48728613684,477.323502075574,455.762351669746,532.333487631736,814.315891648809,611.980622160482,634.86340290556,899.576788173466,577.813026713818,1459.7203534457,656.38853198656,1144.34522862401,2098.78361445192,1531.40622763812,1041.81315957843,778.49619308392
209.411656751235,179.289771103085,201.258168549328,634.147302279247,605.502273688704,707.230722197123,1081.85795094256,813.045783211403,843.446661473293,1195.13116561964,767.652484151847,1939.30891773508,872.043833995854,1520.31784827797,2788.33529332869,2034.54706027987,1384.09904761211,1034.26975318023
204.103168299465,174.744858493221,196.156367244935,618.07196204702,590.153071656387,689.302751138758,1054.43335324762,792.43544939381,822.065679480329,1164.83514442642,748.192849428965,1890.1483353973,849.937926932127,1481.77849537943,2717.65228583078,1982.97223516444,1349.01277818308,1008.05149424494
263.824080159638,225.875482182414,253.552032469781,798.920801759768,762.832799609898,890.99383309851,1362.96223046394,1024.30332299138,1062.60340555563,1505.6677614383,967.115267867856,2443.20874637187,1098.63111696853,1915.34924127307,3512.84166961617,2563.19306693355,1743.73606393782,1303.00896570363
229.829173812719,196.770421498757,220.880725162785,695.976302463136,664.538399927334,776.185314128073,1187.33848394705,892.317283222534,925.682229770908,1311.65577243147,842.498163402072,2128.39043081619,957.067610299403,1668.54797112624,3060.19639365085,2232.91423792464,1519.04791510985,1135.11046405251
125.111181963414,107.115122074142,120.239951001916,378.86581749036,361.752093068629,422.528874216547,646.346669802297,485.747166638318,503.909908250116,714.020771582981,458.627332973538,1158.62332906449,520.995041478203,908.300740794416,1665.8667892259,1215.52253308508,826.917997248341,617.915512903393
152.349484552357,202.660065588879,146.417724381337,461.349745908742,440.510145055286,514.518807872845,787.064596794454,591.500530158496,613.617532645325,869.472215058709,558.476362253319,1410.8704290311,634.422317637034,1106.04941546326,2028.54727042441,1480.15731664529,1006.94860899557,752.443613835139
306.424231668178,262.348004922616,294.493537854639,927.923988950629,886.008791806675,1034.86421922931,1583.0422075572,1189.6994336259,1234.18389981062,1748.79065878711,1123.27711978244,2837.71808266692,1276.02907096324,2224.62414832716,4080.06656910454,2977.07648853379,2025.30028078151,1513.40818067436
247.803404330819,212.159229005172,238.155125123498,750.406461559479,716.509897671813,836.888372532095,1280.19656309964,962.102664590158,998.07698065649,1414.23632312035,908.387345131474,2294.84527900348,1031.91691495272,1799.03995944087,3299.52491099113,2407.54357054501,1637.847965344,1223.88395092503
216.93416263438,185.730235682919,208.487784036979,656.927203294228,627.25318520311,732.635932924188,1120.72055738458,842.252092842675,873.745034407658,1238.06278348647,795.228171283262,2008.97296112799,903.369477340471,1574.93085375888,2888.4981446888,2107.63225748393,1433.81878809861,1071.4228917579
250.605176780765,214.55799299485,240.847809956405,758.890881521085,724.61106842381,846.350594377562,1294.67101905271,972.980613369543,1009.36167061012,1430.22629056463,918.657965280303,2320.79179211521,1043.58421383731,1819.38068320261,3336.8307664877,2434.76429927636,1656.3661827143,1237.72171213292
214.247056426615,185.245696492519,205.905300891282,648.790019438142,619.483565575975,723.560965019244,1106.83848768035,831.81933850054,862.922185311648,1222.72722660271,785.377889844434,1984.08834337334,892.179678089908,1555.42260101277,2852.71908065638,2081.52557306872,1416.05845326004,1058.15145922453
172.953662538337,184.811600782507,166.219674235775,523.743998875339,500.085991078117,584.103796136478,893.509453411238,671.49674568884,696.604914552725,987.062112560314,634.006295305868,1601.68056219517,720.223397891947,1255.63468701476,2302.89377796664,1680.33800573012,1143.1312053689,854.206230160533
155.194253321541,132.871028223547,149.151731462482,469.964368745756,448.735637296655,524.126238052836,801.761179397736,602.545413179235,625.075398736714,885.707566365212,568.90459650914,1437.21512028927,646.26866421963,1126.70229028939,2066.42562582989,1507.79577778116,1025.75100903952,766.493730903139
115.262079329,146.041990735122,110.774325311311,349.040439274166,333.273955168142,389.266217890758,595.464449776942,447.507789281979,464.240709006958,657.811056735264,422.522904875937,1067.41325572412,479.980852698177,836.79676266387,1534.72509009987,1119.83319505054,761.820696612776,569.271473174299
182.802683066642,156.508246544182,175.68522101709,553.569128455099,528.563891573313,617.366175171292,944.391249261799,709.735804266242,736.273783097372,1043.27135882108,670.110422422334,1692.88987517142,761.237244761084,1327.13806905918,2434.03438384235,1776.02654605958,1208.227963327,902.849864373209
233.303708718724,199.745177429977,224.219978299844,706.498003936209,674.584826273581,787.919607571881,1205.28855068261,905.807248383853,939.676602921415,1331.48525574019,855.23496799665,2160.56722857775,971.53646455418,1693.77291568765,3106.46014255871,2266.67121634944,1542.01273248871,1152.27095270629
121.165624119784,103.73709539868,116.448014307304,366.917748785201,350.343729836365,409.203829343157,625.963214600919,470.428443617131,488.018397517201,691.503117991809,444.163872213922,1122.08450581894,504.564726936072,879.656193952355,1613.33132697925,1177.18931307022,800.839970177697,598.428674394029
177.38236593634,151.867590753218,170.475945107979,537.1551449214,512.891343075161,599.06053326925,916.388924677671,688.691292920362,714.442389092829,1012.33712129837,650.240850811474,1642.69367544299,738.665654405933,1287.78684571102,2361.86236729883,1723.36524508749,1172.40256614427,876.079291294864
161.972608767375,138.674381366313,155.666170171239,490.490808804305,468.33487880019,547.018283756677,836.77937201966,628.862540878054,652.376559329984,924.3922507359,593.752408121844,1499.9877728131,674.495474335524,1175.91280190152,2156.68004630276,1573.65115259555,1070.55231314314,799.97156171109
231.079570587666,197.840960527224,222.082437468537,699.762795316078,668.153853345683,780.408188001942,1193.79825659674,897.171978710757,930.718448870205,1318.79189932294,847.081815550929,2139.97004225703,962.274583084762,1677.62578734656,3076.84554065793,2245.06251621114,1527.31236901939,1141.28608762506
