Name,sfGFP/OD600,Error,Unnamed: 3
ML3137,16631.5010671246,92.39020612290005,
ML2579,16617.754540033202,389.66071420410026,
ML3008,16597.9969583725,215.62311331210003,
ML86,16596.3811022207,878.3925070937003,
ML3100,16585.512160332648,23.284135963649533,
ML2739,16575.842864147802,108.58336536040042,
ML3018,16543.5941110423,192.9830701658002,
ML184,16515.43357210565,771.2614262598499,
ML3599,16487.81173553,121.63032455579923,
ML2287,16467.97678625585,228.87628143714937,
ML1782,16439.3822337288,384.47785371650025,
ML2321,16437.987039657848,220.01518834064973,
ML1210,16421.4418799411,123.39737555809916,
ML1453,16395.5541026479,1.9614253024010395,
ML2656,16394.617629676402,341.82575150380035,
ML2574,16394.047489402,513.8657744673001,
ML1801,16347.515415361799,26.075566924800114,
ML3342,16338.639466019999,46.632199898299405,
ML2950,16324.33231694385,167.61589903344975,
ML3418,16261.14163561455,195.56786512274994,
ML1074,16213.000046630452,440.6964514240508,
ML3132,16206.899140234851,17.590655683549812,
ML2580,16205.3292970099,28.14255792019958,
ML2559,16136.03681334485,179.75266033935077,
ML2741,16122.1682902213,48.95056382439998,
ML1968,16116.360976094,513.4958746216998,
ML2712,16074.73600660075,13.466859992449827,
ML982,16063.650289780951,294.80606867544975,
ML2405,16052.3140961524,406.97426883340086,
ML1728,15971.192129420051,103.15535278405059,
ML1799,15970.2589807853,61.4870509607008,
ML1241,15969.7136821768,305.75704261039937,
ML2227,15892.50992456455,314.7550327004501,
ML2417,15860.94328883605,372.3439403018501,
ML60,15858.9275957139,137.8044304299001,
ML1127,15858.88618562195,330.65812525305046,
ML2608,15858.62840787455,64.99503795135024,
ML1208,15855.9822843904,196.1759889908999,
ML1810,15821.8890624321,13.702626818099816,
ML18,15819.4062581828,135.19573186700018,
ML300,15785.351454433949,342.7744236216504,
ML3130,15748.2161060143,29.561671763499362,
ML255,15736.394730049451,500.46979707354967,
ML2728,15726.1128662721,70.78011416519985,
ML984,15724.369744415551,235.32315385704987,
ML1877,15722.8864566852,138.72804084359996,
ML230,15673.77881039905,95.89935943425007,
ML2132,15672.720791528249,319.64562068545,
ML1201,15651.17823813955,170.70191579115,
ML2903,15646.221190961249,17.442472702449777,
ML1556,15635.3490592782,223.2367993077005,
ML1436,15624.3302963247,47.252007382000556,
ML2751,15585.96994288315,391.1647480779502,
ML2000,15583.459141273099,13.384002429599605,
ML2918,15582.6759450072,99.76764332519997,
ML1424,15582.11552963295,354.2977838295501,
ML2229,15580.066657420099,424.7243992740996,
ML1519,15553.092274883049,47.47429735495007,
ML1427,15536.989612576399,345.0965552241005,
ML2386,15533.667844525298,337.28700964969994,
ML2317,15473.69758969405,347.5693786317497,
ML954,15467.63781966405,440.93792646365,
ML1173,15457.7609363483,138.61200017810006,
ML2891,15455.2633653052,189.0880991299,
ML1973,15454.2824834602,165.7619186965003,
ML926,15436.20415122785,626.7429160110496,
ML1894,15434.394455196201,354.0670832653004,
ML2520,15394.340642400999,152.74806412499947,
ML2588,15388.9143174525,112.59322023589993,
ML1818,15381.28689913475,426.77904140104965,
ML2818,15339.034083731349,98.27741993085056,
ML109,15311.67345526255,17.9968744077496,
ML878,15293.57774355955,79.09306389384983,
ML2828,15290.099578222951,46.08624084795065,
ML1497,15289.18964656015,84.0313816129501,
ML2241,15274.89715135525,51.143174685050326,
ML3365,15257.2730032898,215.4266933734998,
ML2871,15234.5408391546,79.32287350070055,
ML2418,15232.336710279851,304.25666024855036,
ML2688,15222.2661139271,322.30961109980035,
ML29,15191.1577234542,25.15102226630006,
ML1532,15186.204932191551,331.54654709834995,
ML2876,15168.25634363335,4.991037510850219,
ML949,15152.407786885251,316.34221311474994,
ML1003,15129.51574535645,607.2775817983502,
ML2533,15120.90281691695,223.82140370654997,
ML2642,15120.079003453251,195.09193671764933,
ML1563,15077.650879950499,79.03630527609948,
ML3152,15051.52096934805,63.224480401349865,
ML2236,15031.586443351149,336.3640380793504,
ML857,15029.25037742425,108.36430147485044,
ML3149,14999.82005709095,29.30615650125037,
ML183,14994.21081166735,317.96933162845016,
ML669,14961.18267147235,94.79312277875033,
ML1637,14937.38940266015,218.25262068614938,
ML2735,14892.95451970305,115.23772497194932,
ML2830,14885.36039562935,171.91337298465078,
ML1500,14878.319528648299,184.4419776279001,
ML364,14874.42267616405,449.9420473038499,
ML3230,14866.9547418695,23.16304639315058,
ML3119,14855.68213753,108.38971875740026,
ML425,14840.17246506095,159.82753493904966,
ML1330,14838.2819578043,47.504844226199566,
ML2147,14831.8686996283,160.33585291300005,
ML620,14806.6820626187,461.5677175044002,
ML1661,14786.012795476548,312.26432172805016,
ML3567,14783.66853460915,8.575232703849906,
ML3289,14782.6776649746,81.50547714270033,
ML387,14774.14877868245,3285.375030841352,
